"","ACVR2A","AJUBA","APC","ARHGAP35","ARHGAP5","ARHGEF12","ARID1A","ARID1B","ATM","ATR","AXIN1","AXIN2","B2M","BAX","BIRC6","BMPR2","BRAF","BRCA1","BRCA2","BRIP1","CACNA1D","CARD11","CASP8","CBLC","CDH1","CDKN2A","CHD4","CIC","CIITA","CLIP1","CLTC","CLTCL1","CR1","CREBBP","CTNNB1","DAZAP1","DCC","DDX3X","DOT1L","EGFR","EP300","EPHA2","EPHA3","EPHA7","ERBB2","ERBB3","ERBB4","FANCA","FAT4","FBXW7","FES","FGFR4","FLCN","FLT4","FN1","GNA13","GRIN2A","HERC2","HLA-A","HLA-B","HSPG2","IRS4","JAK1","JAK3","KDM6A","KEAP1","KMT2A","KRAS","LATS1","LATS2","MAP2K1","MAP2K4","MAP2K7","MAP3K13","MED12","MET","MLH1","MSH2","MSH6","MUTYH","MYC","MYH9","NBN","NCOR1","NCOR2","NF1","NF2","NFE2L2","NOTCH1","NOTCH2","NRAS","NTRK1","PABPC1","PARP4","PIK3CA","PIK3CB","PIK3R1","PML","PMS2","POLD1","POLE","PPM1D","PRKD2","PTCH1","PTEN","PTPN11","PTPN13","PTPN6","PTPRB","PTPRC","RASA1","RASA2","RB1","RHOA","RNF43","SDHA","SMAD4","SMARCA4","SMARCB1","SOX9","STAG2","STAT3","STAT5B","STK11","TAF15","TGFBR2","TNFAIP3","TP53","TSC1","TSC2","UBR5","USP8","VHL","ZEB1","ZFHX3"
"ACVR2A",0,0,0.258198889747161,0,0,0,0,0,0,0,0.288675134594813,0.288675134594813,0,0,0,0.774596669241483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0.160128153805087,0,0,0,0,0,0.140028008402801,0,0,0,0,0,0,0,0,0,0,0.204124145231932,0,0,0,0,0,0,0,0,0,0,0.149071198499986,0.174077655955698,0,0,0,0.0793051585718144,0,0,0.0758098043578903,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0.0808452083454443,0,0,0,0.074535599249993,0.074535599249993,0.074535599249993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105409255338946,0,0,0.348155311911396,0,0,0,0,0.132453235706504,0,0,0,0.308606699924184,0,0,0,0,0,0,0,0,0.577350269189626
"AJUBA",0,0,0.447213595499958,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0.277350098112615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301511344577764,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0
"APC",0.258198889747161,0.447213595499958,0,0.223606797749979,0,0.182574185835055,0,0,0,0,0.894427190999916,0.894427190999916,0,0.111803398874989,0,0.4,0.182574185835055,0,0,0,0.0877058019307029,0,0.108465228909328,0,0.182574185835055,0,0,0,0,0,0,0,0,0.108465228909328,0.496138938356834,0,0,0,0,0.0912870929175277,0.108465228909328,0,0,0,0,0,0,0,0.447213595499958,0,0,0.316227766016838,0,0,0.169030850945703,0.149071198499986,0.129099444873581,0,0,0,0,0,0.115470053837925,0.134839972492648,0,0,0,0.184288535050185,0.447213595499958,0.447213595499958,0.176166065854411,0,0.119522860933439,0,0,0,0,0,0,0,0.335410196624968,0.258198889747161,0,0,0,0,0.316227766016838,0,0,0,0.187867287325545,0,0,0,0.115470053837925,0.115470053837925,0.115470053837925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163299316185545,0.447213595499958,0.316227766016838,0.404519917477945,0,0,0,0,0.102597835208515,0,0,0,0.119522860933439,0,0.1,0,0,0,0,0,0,0.447213595499958
"ARHGAP35",0,0,0.223606797749979,0,0.707106781186547,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0.204124145231932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277350098112615,0,0,0,0,0.204124145231932,0,0,0,0,0.166666666666667,0,0,0,0,0,0,0.176776695296637,0,0.204124145231932,0.377964473009227,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0686802819743445,0,0,0.131306432859723,0,0,0,0,0.144337567297406,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0.0700140042014005,0,0,0,0.258198889747161,0.258198889747161,0.258198889747161,0,0,0,0,0,0,0,0.150755672288882,0.150755672288882,0,0,0,0,0,0,0,0.365148371670111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGAP5",0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0.144337567297406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392232270276368,0,0,0,0,0.144337567297406,0,0,0,0,0.235702260395516,0,0,0,0,0,0,0,0,0.288675134594813,0.267261241912424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928476690885259,0,0,0,0,0.204124145231932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182574185835055,0.182574185835055,0.182574185835055,0,0,0,0,0,0,0,0.21320071635561,0.21320071635561,0,0,0,0,0,0,0,0.258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGEF12",0,0,0.182574185835055,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0.182574185835055,0.25,0,0,0,0.0800640769025436,0,0.0990147542976674,0,0,0,0,0,0,0,0,0,0,0,0.11322770341446,0,0.408248290463863,0,0,0.166666666666667,0,0.182574185835055,0.408248290463863,0.408248290463863,0.136082763487954,0.182574185835055,0.182574185835055,0,0,0,0.408248290463863,0.144337567297406,0,0,0.308606699924184,0.408248290463863,0,0,0,0,0.235702260395516,0,0,0,0,0,0,0.224308861636818,0,0,0.160816880225669,0,0,0,0,0.235702260395516,0,0,0,0,0.102062072615966,0.471404520791032,0,0,0,0,0,0,0,0,0.228664780190012,0,0,0,0.263523138347365,0.263523138347365,0.263523138347365,0,0,0,0,0,0,0.408248290463863,0,0.369274472937998,0,0.154303349962092,0,0,0.235702260395516,0,0,0.447213595499958,0,0,0,0,0,0,0,0.0936585811581694,0,0,0,0,0,0.0912870929175277,0,0,0,0,0,0,0
"ARID1A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137360563948689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,1,1,0,0,0,0,0,0,0,0,0,0.333333333333333,0.301511344577764,0,0,0,0,0
"ARID1B",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137360563948689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,1,1,0,0,0,0,0,0,0,0,0,0.333333333333333,0.301511344577764,0,0,0,0,0
"ATM",0,0,0,0,0,0,0,0,0,0.530330085889911,0,0,0,0.265165042944955,0.25,0,0.0721687836487032,0.176776695296637,0.25,0.25,0.0693375245281536,0.204124145231932,0.171498585142509,0,0,0.474341649025257,0,0,0,0,0,0,0,0.171498585142509,0,0,0,0,0.353553390593274,0.0721687836487032,0.171498585142509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133630620956212,0.133630620956212,0,0.117851130197758,0,0,0.353553390593274,0,0.353553390593274,0.14569287935359,0,0,0.139271503632789,0,0,0,0,0.102062072615966,0,0,0,0,0.265165042944955,0,0.5,0.25,0,0,0,0,0,0,0.148522131446501,0.25,0,0.25,0.136930639376292,0.136930639376292,0.136930639376292,0.176776695296637,0,0.158113883008419,0,0.353553390593274,0,0,0.319801074533416,0,0.353553390593274,0,0,0,0,0,0.267261241912424,0,0,0,0.21320071635561,0,0,0,0.353553390593274,0.0811107105653813,0,0.125,0.25,0.28347335475692,0.144337567297406,0.395284707521047,0.117851130197758,0.21320071635561,0,0,0,0.353553390593274,0
"ATR",0,0,0,0,0,0,0,0,0.530330085889911,0,0,0,0,0.125,0,0,0,0.25,0.353553390593274,0.353553390593274,0.098058067569092,0,0.121267812518166,0,0,0.670820393249937,0,0,0,0,0,0,0,0.121267812518166,0,0,0,0,0,0,0.121267812518166,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.188982236504614,0.188982236504614,0,0,0,0,0,0,0,0.0686802819743445,0,0,0.0656532164298613,0,0,0,0,0,0.353553390593274,0,0,0,0.25,0,0.353553390593274,0,0,0,0,0,0,0,0.0700140042014005,0,0,0,0.0645497224367903,0.0645497224367903,0.0645497224367903,0,0.353553390593274,0,0,0.5,0,0,0.301511344577764,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0.150755672288882,0,0,0,0.5,0,0,0,0,0.133630620956212,0,0.335410196624968,0.166666666666667,0.301511344577764,0,0,0,0,0
"AXIN1",0.288675134594813,0.5,0.894427190999916,0,0,0,0,0,0,0,0,1,0,0.125,0,0.447213595499958,0.102062072615966,0,0,0,0.098058067569092,0,0.121267812518166,0,0.204124145231932,0,0,0,0,0,0,0,0,0.121267812518166,0.554700196225229,0,0,0,0,0,0.121267812518166,0,0,0,0,0,0,0,0.5,0,0,0.176776695296637,0,0,0,0,0.144337567297406,0,0,0,0,0,0.129099444873581,0.150755672288882,0,0,0,0.137360563948689,0.5,0.5,0.131306432859723,0,0.133630620956212,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.353553390593274,0,0,0,0.140028008402801,0,0,0,0.0645497224367903,0.0645497224367903,0.0645497224367903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912870929175277,0.5,0.353553390593274,0.452267016866645,0,0,0,0,0.114707866935281,0,0,0,0.133630620956212,0,0.111803398874989,0,0,0,0,0,0,0.5
"AXIN2",0.288675134594813,0.5,0.894427190999916,0,0,0,0,0,0,0,1,0,0,0.125,0,0.447213595499958,0.102062072615966,0,0,0,0.098058067569092,0,0.121267812518166,0,0.204124145231932,0,0,0,0,0,0,0,0,0.121267812518166,0.554700196225229,0,0,0,0,0,0.121267812518166,0,0,0,0,0,0,0,0.5,0,0,0.176776695296637,0,0,0,0,0.144337567297406,0,0,0,0,0,0.129099444873581,0.150755672288882,0,0,0,0.137360563948689,0.5,0.5,0.131306432859723,0,0.133630620956212,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.353553390593274,0,0,0,0.140028008402801,0,0,0,0.0645497224367903,0.0645497224367903,0.0645497224367903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912870929175277,0.5,0.353553390593274,0.452267016866645,0,0,0,0,0.114707866935281,0,0,0,0.133630620956212,0,0.111803398874989,0,0,0,0,0,0,0.5
"B2M",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BAX",0,0,0.111803398874989,0,0,0,0,0,0.265165042944955,0.125,0.125,0.125,0,0,0.176776695296637,0,0.255155181539914,0,0,0,0.049029033784546,0,0.545705156331749,0,0,0.335410196624968,0.25,0,0.125,0,0,0,0,0.18190171877725,0.138675049056307,0,0,0.288675134594813,0.25,0.102062072615966,0.18190171877725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944911182523068,0.0833333333333333,0.0721687836487032,0,0.0944911182523068,0.0944911182523068,0.144337567297406,0.0833333333333333,0.387298334620742,0.301511344577764,0.25,0,0.25,0.343401409871723,0,0,0.262612865719445,0.0833333333333333,0.267261241912424,0,0,0.0721687836487032,0,0,0,0,0.1875,0,0,0.176776695296637,0,0,0,0.25,0,0,0.350070021007002,0.265165042944955,0,0.176776695296637,0.355023473402347,0.355023473402347,0.355023473402347,0.25,0,0,0,0.25,0,0,0.226133508433323,0.0753778361444409,0.25,0,0,0,0,0.144337567297406,0.377964473009227,0.136930639376292,0,0.176776695296637,0.150755672288882,0,0,0,0,0.344123600805843,0.346687622640768,0.0883883476483184,0.176776695296637,0.200445931434318,0.204124145231932,0.614918693812442,0.0833333333333333,0.150755672288882,0,0,0,0.25,0
"BIRC6",0,0,0,0,0,0,0,0,0.25,0,0,0,0,0.176776695296637,0,0,0,0.353553390593274,0,0,0,0,0.171498585142509,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0.707106781186547,0,0.0971285862357264,0,0,0.0928476690885259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990147542976674,0.25,0,0.5,0.0912870929175277,0.0912870929175277,0.0912870929175277,0.353553390593274,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158113883008419,0,0,0.707106781186547,0,0.5,0,0
"BMPR2",0.774596669241483,0.447213595499958,0.4,0,0,0.182574185835055,0,0,0,0,0.447213595499958,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0.108465228909328,0.248069469178417,0,0.447213595499958,0,0,0,0.108465228909328,0.2,0.447213595499958,0.447213595499958,0,0,0,0,0.447213595499958,0,0.447213595499958,0.158113883008419,0,0,0,0,0,0,0,0,0,0,0.115470053837925,0.134839972492648,0,0,0,0.12285902336679,0.447213595499958,0.447213595499958,0.0587220219514703,0,0,0,0,0.129099444873581,0,0,0,0,0.335410196624968,0,0,0,0,0,0.316227766016838,0,0,0,0.12524485821703,0,0,0,0.115470053837925,0.115470053837925,0.115470053837925,0,0,0,0,0,0,0.223606797749979,0,0.134839972492648,0,0,0,0,0.258198889747161,0,0,0.163299316185545,0,0,0.404519917477945,0,0,0,0,0.102597835208515,0,0,0,0.358568582800318,0,0,0,0,0,0,0,0,0.447213595499958
"BRAF",0,0,0.182574185835055,0.204124145231932,0.144337567297406,0.25,0,0,0.0721687836487032,0,0.102062072615966,0.102062072615966,0,0.255155181539914,0,0,0,0,0,0,0.200160192256359,0,0.148522131446501,0,0.0833333333333333,0.0912870929175277,0,0,0,0.204124145231932,0,0,0,0.198029508595335,0.283069258536149,0,0,0.117851130197758,0,0.416666666666667,0.198029508595335,0.182574185835055,0,0,0.272165526975909,0.273861278752583,0.273861278752583,0,0,0,0,0.21650635094611,0.204124145231932,0.25,0.231455024943138,0.272165526975909,0.294627825494395,0,0.077151674981046,0.077151674981046,0.235702260395516,0.136082763487954,0.105409255338946,0.123091490979333,0,0,0,0.560772154092044,0,0,0.643267520902677,0.204124145231932,0.272772362794991,0.204124145231932,0,0.235702260395516,0,0,0,0,0.255155181539914,0.235702260395516,0,0,0,0.144337567297406,0,0,0,0,0.543078852951278,0.144337567297406,0,0,0.421637021355784,0.421637021355784,0.421637021355784,0,0,0,0,0,0.144337567297406,0.204124145231932,0.246182981958665,0.184637236468999,0,0.154303349962092,0,0,0.117851130197758,0.117851130197758,0.231455024943138,0.372677996249965,0,0.144337567297406,0.123091490979333,0,0,0.204124145231932,0,0.234146452895423,0.169841555121689,0.144337567297406,0,0.163663417676994,0,0.273861278752583,0.136082763487954,0.123091490979333,0,0,0,0,0
"BRCA1",0,0,0,0,0,0,0,0,0.176776695296637,0.25,0,0,0,0,0.353553390593274,0,0,0,0.707106781186547,0.707106781186547,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102062072615966,0,0.223606797749979,0,0,0.166666666666667,0.223606797749979,0.223606797749979,0.5,0,0.5,0,0.176776695296637,0,0.204124145231932,0.188982236504614,0,0,0.5,0,0,0,0,0.129099444873581,0.150755672288882,0,0.5,0,0.0686802819743445,0,0,0.0656532164298613,0,0,0,0,0.144337567297406,0.353553390593274,0,0,0,0.125,0,0.353553390593274,0,0,0,0,0,0,0,0.0700140042014005,0.176776695296637,0,0,0.0645497224367903,0.0645497224367903,0.0645497224367903,0.25,0.353553390593274,0.223606797749979,0,0,0,0,0.150755672288882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176776695296637,0,0,0,0.111803398874989,0.166666666666667,0.150755672288882,0.5,0,0.353553390593274,0,0
"BRCA2",0,0,0,0,0,0,0,0,0.25,0.353553390593274,0,0,0,0,0,0,0,0.707106781186547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRIP1",0,0,0,0,0,0,0,0,0.25,0.353553390593274,0,0,0,0,0,0,0,0.707106781186547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CACNA1D",0,0,0.0877058019307029,0,0,0.0800640769025436,0,0,0.0693375245281536,0.098058067569092,0.098058067569092,0.098058067569092,0,0.049029033784546,0,0,0.200160192256359,0,0,0,0,0,0.0475651494154494,0,0,0.0877058019307029,0,0,0,0,0,0,0,0.0951302988308988,0.0543928293220421,0,0,0,0,0.200160192256359,0.0951302988308988,0.0877058019307029,0,0,0.196116135138184,0.175411603861406,0.175411603861406,0,0,0,0,0.138675049056307,0,0.160128153805087,0,0.130744090092123,0.339683110243379,0,0.0741249316661101,0.0741249316661101,0,0.130744090092123,0,0,0,0,0,0.269386229220183,0,0,0.334767031705993,0.196116135138184,0.209656967344384,0.196116135138184,0,0.11322770341446,0,0,0,0,0.147087101353638,0.226455406828919,0.138675049056307,0,0,0.138675049056307,0.138675049056307,0,0,0.098058067569092,0.274617518190545,0.138675049056307,0,0,0.15191090506255,0.15191090506255,0.15191090506255,0,0,0,0,0,0.138675049056307,0.098058067569092,0.0591312395989083,0,0,0,0,0,0.11322770341446,0.11322770341446,0.14824986333222,0.179028718509858,0,0.138675049056307,0,0,0,0.196116135138184,0,0.0899842541331695,0.108785658644084,0.0693375245281536,0,0.104828483672192,0,0.0877058019307029,0.0653720450460613,0.0591312395989083,0,0,0,0,0
"CARD11",0,0,0,0,0,0,0,0,0.204124145231932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158610317143629,0,0,0.151619608715781,0,0.154303349962092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161690416690889,0,0,0,0.149071198499986,0.149071198499986,0.149071198499986,0,0,0,0,0,0,0,0,0,0,0.436435780471985,0,0.288675134594813,0,0,0,0.105409255338946,0,0,0,0,0,0,0,0,0,0,0,0,0.235702260395516,0,0,0,0,0,0,0,0
"CASP8",0,0,0.108465228909328,0,0,0.0990147542976674,0,0,0.171498585142509,0.121267812518166,0.121267812518166,0.121267812518166,0,0.545705156331749,0.171498585142509,0,0.148522131446501,0,0,0,0.0475651494154494,0,0,0,0,0.216930457818656,0.242535625036333,0,0.242535625036333,0,0,0,0.0990147542976674,0.176470588235294,0.134534558799262,0,0,0.420084025208403,0,0.0495073771488337,0.176470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700140042014005,0,0.0916698497028211,0.0916698497028211,0.140028008402801,0,0.50097943286812,0.292508969650852,0,0,0,0.199888981395831,0,0,0.222925414354469,0.242535625036333,0.259281489420866,0,0,0,0,0,0,0,0.121267812518166,0,0,0,0,0,0,0,0,0,0.203770683243397,0.0857492925712544,0,0.171498585142509,0.281800930988317,0.281800930988317,0.281800930988317,0.121267812518166,0,0,0,0.242535625036333,0,0,0.0731272424127131,0.0731272424127131,0.242535625036333,0,0,0,0,0.140028008402801,0.275009549108463,0.132842232831014,0,0.171498585142509,0.0731272424127131,0,0,0,0,0.333848930444794,0.269069117598525,0,0,0.0648203723552164,0.495073771488337,0.325395686727984,0,0.0731272424127131,0,0,0,0,0
"CBLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766016838,0.316227766016838,0,0,0,0,0,0,0,0.144337567297406,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0.25,0,0,0,0,0,0.707106781186547,0.267261241912424,0.267261241912424,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129099444873581,0,0,0,0,0,0,0,0,0,0,0,0.188982236504614,0,0,0,0,0.707106781186547,0.5,0.5,0,0
"CDH1",0,0.408248290463863,0.182574185835055,0,0,0,0,0,0,0,0.204124145231932,0.204124145231932,0,0,0,0.182574185835055,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182574185835055,0.182574185835055,0,0.0990147542976674,0.452910813657838,0,0,0,0,0.166666666666667,0.0990147542976674,0.182574185835055,0,0,0.136082763487954,0,0,0,0.408248290463863,0,0,0.144337567297406,0,0.166666666666667,0.154303349962092,0.136082763487954,0.117851130197758,0,0.154303349962092,0.154303349962092,0,0,0,0,0,0,0,0.112154430818409,0.408248290463863,0.408248290463863,0.107211253483779,0,0,0,0,0.353553390593274,0,0,0,0,0.102062072615966,0,0,0,0,0,0.288675134594813,0,0,0,0.114332390095006,0,0,0,0.105409255338946,0.105409255338946,0.105409255338946,0,0,0,0,0,0.288675134594813,0,0,0,0,0.154303349962092,0.408248290463863,0.204124145231932,0,0,0,0.223606797749979,0,0,0.369274472937998,0,0,0,0,0,0,0,0,0.218217890235992,0,0,0,0,0,0,0,0,0
"CDKN2A",0,0,0,0,0,0,0,0,0.474341649025257,0.670820393249937,0,0,0,0.335410196624968,0,0,0.0912870929175277,0,0,0,0.0877058019307029,0,0.216930457818656,0,0,0,0.447213595499958,0,0,0,0,0,0,0.216930457818656,0,0,0,0.258198889747161,0,0.0912870929175277,0.216930457818656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338061701891407,0.338061701891407,0,0,0.115470053837925,0.134839972492648,0,0,0,0.184288535050185,0,0,0.117444043902941,0,0,0,0,0,0,0,0,0,0.223606797749979,0,0.316227766016838,0,0,0,0,0,0,0,0.187867287325545,0,0,0,0.173205080756888,0.173205080756888,0.173205080756888,0,0,0,0,0.447213595499958,0,0,0.404519917477945,0,0,0,0,0,0,0.258198889747161,0.676123403782813,0.0816496580927726,0,0,0.134839972492648,0,0,0,0.447213595499958,0.102597835208515,0.124034734589208,0,0,0.119522860933439,0,0.5,0.149071198499986,0.269679944985297,0,0,0,0,0
"CHD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.242535625036333,0,0,0.447213595499958,0,0,0,0,0,0,0,0.242535625036333,0,0,0,0.577350269189626,0,0,0.242535625036333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0.377964473009227,0,0,0.258198889747161,0.301511344577764,0,0,0,0.137360563948689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0,0,0.129099444873581,0.129099444873581,0.129099444873581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0.377964473009227,0.182574185835055,0,0,0,0,0,0,0,0.229415733870562,0.277350098112615,0,0,0,0,0.223606797749979,0,0,0,0,0,0,0
"CIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129099444873581,0.129099444873581,0.129099444873581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CIITA",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.125,0,0,0,0,0,0,0,0,0.242535625036333,0,0,0,0,0,0,0,0,0,0,0.121267812518166,0,0,0,0,0,0,0.121267812518166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188982236504614,0.188982236504614,0,0,0.258198889747161,0.150755672288882,0,0,0,0,0,0,0.0656532164298613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645497224367903,0.0645497224367903,0.0645497224367903,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.114707866935281,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLIP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145231932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137360563948689,0,0,0.131306432859723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0,0,0,0.129099444873581,0.129099444873581,0.129099444873581,0,0,0,0,0,0,0,0.301511344577764,0,0,0,0,0,0,0,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0.333333333333333,0.301511344577764,0,0,0,0,0
