"","ACVR2A","AJUBA","APC","ARHGAP35","ARHGAP5","ARHGEF12","ARID1A","ARID1B","ATM","ATR","AXIN1","AXIN2","B2M","BAX","BIRC6","BMPR2","BRAF","BRCA1","BRCA2","BRIP1","CACNA1D","CARD11","CASP8","CBLC","CDH1","CDKN2A","CHD4","CIC","CIITA","CLIP1","CLTC","CLTCL1","CR1","CREBBP","CTNNB1","DAZAP1","DCC","DDX3X","DOT1L","EGFR","EP300","EPHA2","EPHA3","EPHA7","ERBB2","ERBB3","ERBB4","FANCA","FAT4","FBXW7","FES","FGFR4","FLCN","FLT4","FN1","GNA13","GRIN2A","HERC2","HLA-A","HLA-B","HSPG2","IRS4","JAK1","JAK3","KDM6A","KEAP1","KMT2A","KRAS","LATS1","LATS2","MAP2K1","MAP2K4","MAP2K7","MAP3K13","MED12","MET","MLH1","MSH2","MSH6","MUTYH","MYC","MYH9","NBN","NCOR1","NCOR2","NF1","NF2","NFE2L2","NOTCH1","NOTCH2","NRAS","NTRK1","PABPC1","PARP4","PIK3CA","PIK3CB","PIK3R1","PML","PMS2","POLD1","POLE","PPM1D","PRKD2","PTCH1","PTEN","PTPN11","PTPN13","PTPN6","PTPRB","PTPRC","RASA1","RASA2","RB1","RHOA","RNF43","SDHA","SMAD4","SMARCA4","SMARCB1","SOX9","STAG2","STAT3","STAT5B","STK11","TAF15","TGFBR2","TNFAIP3","TP53","TSC1","TSC2","UBR5","USP8","VHL","ZEB1","ZFHX3"
"HLA-B",0,0,0,0,0,0,0,0,0.133630620956212,0.188982236504614,0,0,0.377964473009227,0.0944911182523068,0,0,0.077151674981046,0,0,0,0.0741249316661101,0,0.0916698497028211,0.267261241912424,0.154303349962092,0.338061701891407,0.377964473009227,0,0.188982236504614,0,0.169030850945703,0.169030850945703,0,0.0916698497028211,0,0,0,0.218217890235992,0,0.077151674981046,0.0916698497028211,0,0,0,0,0,0,0,0,0,0,0.133630620956212,0,0,0,0,0,0,1,0,0,0,0.0975900072948533,0.113960576459638,0,0,0,0.155752239495349,0,0,0.099258333397093,0,0,0,0,0,0,0,0,0,0.0944911182523068,0,0.267261241912424,0,0,0,0,0,0,0,0.158776837207489,0,0,0,0.14638501094228,0.14638501094228,0.14638501094228,0.188982236504614,0,0,0,0,0,0,0.113960576459638,0.113960576459638,0,0.142857142857143,0,0.188982236504614,0,0.218217890235992,0.285714285714286,0.138013111868471,0,0,0,0,0,0,0,0.086710996952412,0.104828483672192,0,0,0.202030508910442,0,0.169030850945703,0.125988157669742,0.113960576459638,0,0.267261241912424,0,0,0
"HSPG2",0,0,0,0,0,0.235702260395516,0,0,0,0,0,0,0,0.144337567297406,0,0,0.235702260395516,0,0,0,0,0,0.140028008402801,0,0,0,0,0,0,0,0,0,0,0.140028008402801,0.160128153805087,0,0,0.333333333333333,0,0.117851130197758,0.140028008402801,0,0,0,0.192450089729875,0.258198889747161,0.258198889747161,0,0,0,0,0,0,0,0.436435780471985,0,0,0,0,0,0,0,0.149071198499986,0.174077655955698,0,0,0,0.158610317143629,0,0,0.151619608715781,0.192450089729875,0.154303349962092,0,0,0.166666666666667,0,0,0,0,0.288675134594813,0,0,0,0,0,0,0,0,0,0.161690416690889,0,0,0,0.149071198499986,0.149071198499986,0.149071198499986,0,0,0,0,0,0,0.288675134594813,0,0.174077655955698,0,0.218217890235992,0,0,0,0,0.218217890235992,0.105409255338946,0,0,0.174077655955698,0,0,0,0,0.264906471413009,0.160128153805087,0,0,0.154303349962092,0,0.258198889747161,0,0,0,0,0,0,0
"IRS4",0,0,0,0,0,0,0,0,0.117851130197758,0,0,0,0,0.0833333333333333,0,0,0.136082763487954,0,0,0,0.130744090092123,0,0,0,0,0,0,0,0,0,0,0,0,0.161690416690889,0,0,0,0,0,0.0680413817439772,0.161690416690889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0.228934273247815,0,0,0.218844054766204,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233380014004668,0,0,0,0.301232038038355,0.301232038038355,0.301232038038355,0,0,0,0,0,0,0,0.201007563051842,0.100503781525921,0,0,0,0,0,0,0,0.0608580619450185,0,0,0.100503781525921,0,0,0,0,0.229415733870562,0.0924500327042048,0.58925565098879,0,0.0890870806374748,0,0.074535599249993,0.444444444444444,0.402015126103685,0,0,0,0,0
"JAK1",0.149071198499986,0,0.115470053837925,0,0,0,0,0,0,0,0.129099444873581,0.129099444873581,0,0.387298334620742,0,0.115470053837925,0.105409255338946,0.129099444873581,0,0,0,0,0.50097943286812,0,0,0.115470053837925,0.258198889747161,0,0.258198889747161,0,0,0,0.105409255338946,0.25048971643406,0.143222974807887,0,0,0.298142396999972,0,0.158113883008419,0.25048971643406,0.115470053837925,0,0,0.086066296582387,0.115470053837925,0.115470053837925,0,0,0,0,0.182574185835055,0,0.105409255338946,0.0975900072948533,0,0,0,0.0975900072948533,0.0975900072948533,0.149071198499986,0,0,0.700649049745371,0,0,0,0.177331725532977,0,0,0.203419051086243,0.086066296582387,0.138013111868471,0,0,0.074535599249993,0,0,0,0,0.322748612183951,0,0,0,0,0,0,0,0.149071198499986,0.129099444873581,0.180775381515547,0.0912870929175277,0,0,0.3,0.3,0.3,0.129099444873581,0,0,0,0,0,0,0.0778498944161523,0.0778498944161523,0,0.195180014589707,0,0,0,0.149071198499986,0.29277002188456,0.0942809041582063,0,0,0.233549683248457,0,0,0,0,0.533113989983183,0.501280411827603,0.0912870929175277,0,0.207019667802706,0.316227766016838,0.288675134594813,0.086066296582387,0.0778498944161523,0,0,0,0,0.258198889747161
"JAK3",0.174077655955698,0,0.134839972492648,0,0,0,0,0,0,0,0.150755672288882,0.150755672288882,0,0.301511344577764,0,0.134839972492648,0.123091490979333,0.150755672288882,0,0,0,0,0.292508969650852,0,0,0.134839972492648,0.301511344577764,0,0.150755672288882,0,0,0,0,0.219381727238139,0.0836242010007091,0,0,0.348155311911396,0,0.123091490979333,0.219381727238139,0.134839972492648,0,0,0.100503781525921,0.134839972492648,0.134839972492648,0,0,0,0,0.21320071635561,0,0.123091490979333,0.113960576459638,0,0,0,0.113960576459638,0.113960576459638,0.174077655955698,0,0.700649049745371,0,0,0,0,0.207078841640646,0,0,0.158361516492979,0.100503781525921,0.080582296402538,0,0,0.0870388279778489,0,0,0,0,0.301511344577764,0,0,0,0,0,0,0,0.174077655955698,0.150755672288882,0.211100165460375,0.106600358177805,0,0,0.272474630456533,0.272474630456533,0.272474630456533,0,0,0,0,0,0,0,0.0909090909090909,0.0909090909090909,0,0.113960576459638,0,0.150755672288882,0,0.174077655955698,0.227921152919276,0.110096376512636,0,0,0.272727272727273,0,0,0,0,0.55337157109286,0.668993608005673,0.106600358177805,0,0.161164592805076,0.246182981958665,0.269679944985297,0.100503781525921,0.0909090909090909,0,0,0,0,0.301511344577764
"KDM6A",0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0.25,0,0,0.707106781186547,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0.267261241912424,0,0.223606797749979,0,0,0,0,0,1,0
"KEAP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0.5,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.707106781186547,0,0
"KMT2A",0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0,0,0,0.25,0,0,0.707106781186547,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0.267261241912424,0,0.223606797749979,0,0,0,0,0,1,0
"KRAS",0.0793051585718144,0,0.184288535050185,0.0686802819743445,0,0.224308861636818,0.137360563948689,0.137360563948689,0.14569287935359,0.0686802819743445,0.137360563948689,0.137360563948689,0,0.343401409871723,0.0971285862357264,0.12285902336679,0.560772154092044,0.0686802819743445,0,0,0.269386229220183,0.158610317143629,0.199888981395831,0,0.112154430818409,0.184288535050185,0.137360563948689,0,0,0.137360563948689,0,0,0,0.233203811628469,0.266678761215811,0,0.137360563948689,0.158610317143629,0,0.476656330978238,0.233203811628469,0.307147558416976,0.137360563948689,0.137360563948689,0.183147418598252,0.24571804673358,0.24571804673358,0,0,0,0.137360563948689,0.291385758707179,0.137360563948689,0.224308861636818,0.207669652660466,0.228934273247815,0.198262896429536,0,0.155752239495349,0.155752239495349,0.158610317143629,0.228934273247815,0.177331725532977,0.207078841640646,0,0,0,0,0,0,0.811634655046597,0.320507982546941,0.330400394196459,0.137360563948689,0.137360563948689,0.237915475715443,0,0,0,0,0.343401409871723,0.0793051585718144,0.0971285862357264,0.0971285862357264,0,0.194257172471453,0,0,0.0793051585718144,0.137360563948689,0.980950636343846,0.242821465589316,0,0.0971285862357264,0.709326902131909,0.709326902131909,0.709326902131909,0,0,0,0,0,0.0971285862357264,0.137360563948689,0.289910378296904,0.289910378296904,0.137360563948689,0.207669652660466,0,0.0686802819743445,0.237915475715443,0.237915475715443,0.311504478990699,0.351098903802863,0,0.194257172471453,0.207078841640646,0.137360563948689,0.137360563948689,0,0,0.34663942041479,0.304775727103784,0.242821465589316,0,0.220266929464306,0,0.430006581783766,0.366294837196504,0.372741914953162,0,0.0971285862357264,0,0,0.137360563948689
"LATS1",0,1,0.447213595499958,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0.277350098112615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301511344577764,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0
"LATS2",0,1,0.447213595499958,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0.277350098112615,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301511344577764,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,0,0,0
"MAP2K1",0.0758098043578903,0,0.176166065854411,0.131306432859723,0.0928476690885259,0.160816880225669,0,0,0.139271503632789,0.0656532164298613,0.131306432859723,0.131306432859723,0,0.262612865719445,0.0928476690885259,0.0587220219514703,0.643267520902677,0.0656532164298613,0,0,0.334767031705993,0.151619608715781,0.222925414354469,0,0.107211253483779,0.117444043902941,0,0,0.0656532164298613,0.131306432859723,0,0,0.0536056267418897,0.286618389884317,0.291342816291692,0,0,0.0758098043578903,0,0.536056267418897,0.286618389884317,0.234888087805881,0,0,0.262612865719445,0.234888087805881,0.234888087805881,0,0,0,0,0.278543007265578,0.131306432859723,0.268028133709449,0.198516666794186,0.350150487625927,0.227429413073671,0,0.099258333397093,0.099258333397093,0.151619608715781,0.218844054766204,0.203419051086243,0.158361516492979,0,0,0,0.811634655046597,0,0,0,0.393919298579168,0.421117443806158,0.131306432859723,0.131306432859723,0.227429413073671,0,0,0,0,0.328266082149306,0.151619608715781,0.0928476690885259,0.0928476690885259,0,0.185695338177052,0,0,0.0758098043578903,0.131306432859723,0.809009444488214,0.232119172721315,0,0.0928476690885259,0.728918266392371,0.728918266392371,0.728918266392371,0.0656532164298613,0,0,0,0,0.0928476690885259,0.131306432859723,0.316723032985958,0.197951895616224,0.131306432859723,0.198516666794186,0,0.131306432859723,0.151619608715781,0.151619608715781,0.248145833492733,0.383570641188307,0,0.0928476690885259,0.158361516492979,0,0,0.131306432859723,0,0.301237616564389,0.218507112218769,0.185695338177052,0,0.210558721903079,0.0536056267418897,0.322971120733087,0.262612865719445,0.277132653862714,0,0,0.0928476690885259,0,0.131306432859723
"MAP2K4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333333,0,0,0.204124145231932,0,0,0,0.196116135138184,0,0.242535625036333,0,0,0,0,0,0,0,0,0,0,0.161690416690889,0,0,0,0.192450089729875,0,0.272165526975909,0.161690416690889,0.149071198499986,0,0,0.222222222222222,0.298142396999972,0.298142396999972,0,0,0,0,0.117851130197758,0,0.136082763487954,0,0,0,0,0,0,0.192450089729875,0.111111111111111,0.086066296582387,0.100503781525921,0,0,0,0.320507982546941,0,0,0.393919298579168,0,0.712696645099798,0.333333333333333,0,0.0962250448649376,0,0,0,0,0.25,0,0,0,0,0.235702260395516,0,0,0,0,0.326732019606536,0.117851130197758,0,0,0.301232038038355,0.301232038038355,0.301232038038355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192450089729875,0.192450089729875,0.125988157669742,0,0,0,0.100503781525921,0,0,0,0,0.152943822580375,0.277350098112615,0,0,0.267261241912424,0.136082763487954,0.149071198499986,0,0,0,0,0,0,0
"MAP2K7",0,0,0.119522860933439,0,0,0,0,0,0,0,0.133630620956212,0.133630620956212,0,0.267261241912424,0,0,0.272772362794991,0,0,0,0.209656967344384,0.154303349962092,0.259281489420866,0,0,0,0,0,0,0,0,0,0,0.0648203723552164,0.0741249316661101,0,0,0.154303349962092,0,0.218217890235992,0.0648203723552164,0.119522860933439,0,0,0.267261241912424,0.239045721866879,0.239045721866879,0,0,0,0,0.0944911182523068,0,0.109108945117996,0,0,0.077151674981046,0,0,0,0.154303349962092,0,0.138013111868471,0.080582296402538,0,0,0,0.330400394196459,0,0,0.421117443806158,0.712696645099798,0,0.267261241912424,0,0.077151674981046,0,0,0,0,0.200445931434318,0.154303349962092,0,0,0,0.188982236504614,0.188982236504614,0.267261241912424,0,0,0.336816534854304,0.188982236504614,0,0,0.310529501704059,0.310529501704059,0.310529501704059,0,0,0,0,0,0,0,0,0.080582296402538,0,0.101015254455221,0,0.133630620956212,0.154303349962092,0.154303349962092,0.101015254455221,0.14638501094228,0,0.188982236504614,0.080582296402538,0,0,0,0,0.0613139339484966,0.14824986333222,0.0944911182523068,0,0.285714285714286,0.109108945117996,0.179284291400159,0,0,0,0,0,0,0
"MAP3K13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145231932,0,0,0,0.196116135138184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204124145231932,0,0.447213595499958,0,0,0.333333333333333,0.447213595499958,0.447213595499958,0,0,0,0,0.353553390593274,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137360563948689,0,0,0.131306432859723,0.333333333333333,0.267261241912424,0,0,0.288675134594813,0,0,0,0,0.25,0,0,0,0,0.707106781186547,0,0,0,0,0.140028008402801,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0.223606797749979,0,0,0,0,0,0,0
"MED12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625036333,0.277350098112615,0,0,0,0,0,0.242535625036333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137360563948689,0,0,0.131306432859723,0,0,0,0,0,0,0,0,0,0.25,0,0,0.707106781186547,0,0,0,0,0.577350269189626,0.5,0.140028008402801,0,0,0,0.129099444873581,0.129099444873581,0.129099444873581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606797749979,0,0.301511344577764,0,0,0,0,0
"MET",0,0,0,0.144337567297406,0.204124145231932,0.235702260395516,0,0,0.102062072615966,0,0,0,0,0.0721687836487032,0,0.129099444873581,0.235702260395516,0.144337567297406,0,0,0.11322770341446,0,0,0,0.353553390593274,0,0,0,0,0,0.129099444873581,0.129099444873581,0.117851130197758,0.0700140042014005,0.400320384512718,0,0.288675134594813,0,0.288675134594813,0.471404520791032,0.0700140042014005,0.645497224367903,0.288675134594813,0.288675134594813,0.577350269189626,0.516397779494322,0.516397779494322,0,0,0,0.288675134594813,0.510310363079829,0,0.707106781186548,0.436435780471985,0,0.25,0,0,0,0.166666666666667,0,0.074535599249993,0.0870388279778489,0.288675134594813,0,0.288675134594813,0.237915475715443,0,0,0.227429413073671,0.0962250448649376,0.077151674981046,0.288675134594813,0,0,0,0,0,0,0.288675134594813,0,0,0.204124145231932,0,0.408248290463863,0,0,0,0,0.242535625036333,0.510310363079829,0,0,0.260874597374975,0.260874597374975,0.260874597374975,0.144337567297406,0,0,0,0,0.204124145231932,0.288675134594813,0.174077655955698,0.261116483933547,0,0.218217890235992,0.288675134594813,0,0.5,0.333333333333333,0,0.368932393686311,0,0,0.0870388279778489,0,0,0,0,0.0662266178532522,0,0.102062072615966,0.204124145231932,0.231455024943138,0,0.258198889747161,0.0962250448649376,0.0870388279778489,0,0,0,0.288675134594813,0
"MLH1",0,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0.353553390593274,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MSH6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MUTYH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0.447213595499958,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MYC",0.288675134594813,0.25,0.335410196624968,0,0,0.102062072615966,0,0,0.265165042944955,0.25,0.375,0.375,0,0.1875,0,0.335410196624968,0.255155181539914,0.125,0,0,0.147087101353638,0,0.121267812518166,0,0.102062072615966,0.223606797749979,0,0,0,0,0,0,0,0.363803437554499,0.416025147168922,0,0,0.144337567297406,0.25,0.35721725415588,0.363803437554499,0.223606797749979,0,0,0.333333333333333,0.447213595499958,0.447213595499958,0,0.25,0,0,0.265165042944955,0,0.204124145231932,0.188982236504614,0,0,0,0.0944911182523068,0.0944911182523068,0.288675134594813,0,0.322748612183951,0.301511344577764,0.25,0,0.25,0.343401409871723,0.25,0.25,0.328266082149306,0.25,0.200445931434318,0.25,0.25,0.288675134594813,0,0,0,0,0,0,0.176776695296637,0.353553390593274,0,0.176776695296637,0.176776695296637,0,0.144337567297406,0.25,0.350070021007002,0.265165042944955,0,0,0.322748612183951,0.322748612183951,0.322748612183951,0.125,0,0,0,0,0,0.125,0.150755672288882,0.150755672288882,0,0.188982236504614,0,0,0.144337567297406,0.144337567297406,0.472455591261534,0.136930639376292,0.25,0,0.452267016866645,0,0,0,0.25,0.344123600805843,0.277350098112615,0.0883883476483184,0.176776695296637,0.400891862868637,0,0.559016994374947,0.166666666666667,0.226133508433323,0,0,0,0.25,0.25
